section,metric,target,value,extra
optimization,objective_value,,307.204525133478,
optimization,gradient_norm,,7.2331800031487e-05,
optimization,max_gradient_parameter,,fixed_63,
optimization,max_gradient_value,,-2.91905243423596e-05,
optimization,max_abs_gradient,,2.91905243423596e-05,
optimization,iterations,,351,
optimization,converged,,yes,
optimization,message,,Exact Laplace gradient norm is below tolerance.,
curvature,positive_definite,,yes,
curvature,min_eigenvalue,,14.6136350939758,
curvature,max_eigenvalue,,88.2191855972284,
curvature,condition_number_abs,,6.03677216722042,
backend_selection,detected_structure,,tridiagonal,
backend_selection,selected_backend,,tridiagonal,
backend_selection,solver_recommendation,,Newton,
backend_selection,bandwidth,,1,
backend_selection,expected_complexity,,O(n),
backend_selection,supports_symbolic_reuse,,no,
backend_selection,selection_reason,,unit bandwidth,
spectral_structure,available,,yes,
spectral_structure,positive_eigen_count,,44,
spectral_structure,near_zero_eigen_count,,0,
spectral_structure,negative_eigen_count,,0,
spectral_structure,largest_eigen_share,,0.0285060355847993,
spectral_structure,effective_rank_entropy,,42.3152995149189,
spectral_structure,normalized_spectral_entropy,,0.98968314847375,
spectral_structure,participation_ratio,,41.1482098934772,
spectral_structure,stable_rank,,29.9071760792508,
spectral_structure,leading_spectral_gap_ratio,,1.00008955107427,
spectral_structure,eigen_count_for_50%,,18,
spectral_structure,eigen_count_for_90%,,38,
spectral_structure,eigen_count_for_95%,,40,
spectral_structure,eigen_count_for_99%,,43,
spectral_eigenvalue,eigenvalue,rank_1,88.2191855972284,cumulative_share=0.0285060355847993
spectral_eigenvalue,eigenvalue,rank_2,88.2112861817885,cumulative_share=0.0570095186520696
spectral_eigenvalue,eigenvalue,rank_3,88.1983349712452,cumulative_share=0.0855088168284217
spectral_eigenvalue,eigenvalue,rank_4,88.1806483171263,cumulative_share=0.114002399962311
spectral_eigenvalue,eigenvalue,rank_5,88.1586584897199,cumulative_share=0.142488877580566
spectral_eigenvalue,eigenvalue,rank_6,88.1329033358295,cumulative_share=0.17096703300305
spectral_eigenvalue,eigenvalue,rank_7,88.104013376036,cumulative_share=0.1994358532881
spectral_eigenvalue,eigenvalue,rank_8,88.0726966286079,cumulative_share=0.227894554274149
spectral_eigenvalue,eigenvalue,rank_9,88.03972150144,cumulative_share=0.256342600093274
spectral_eigenvalue,eigenvalue,rank_10,88.0058981419754,cumulative_share=0.284779716658383
spectral_eigenvalue,eigenvalue,rank_11,87.9720586769268,cumulative_share=0.313205898765321
spectral_eigenvalue,eigenvalue,rank_12,87.9390368076635,cumulative_share=0.341621410601683
spectral_eigenvalue,eigenvalue,rank_13,87.9076472521753,cumulative_share=0.370026779612766
spectral_eigenvalue,eigenvalue,rank_14,87.8786655392632,cumulative_share=0.398422783838468
spectral_eigenvalue,eigenvalue,rank_15,87.8528086637291,cumulative_share=0.426810432999349
spectral_eigenvalue,eigenvalue,rank_16,87.8307171015016,cumulative_share=0.455190943771289
spectral_eigenvalue,eigenvalue,rank_17,87.8129386597647,cumulative_share=0.483565709841672
spectral_eigenvalue,eigenvalue,rank_18,87.7999145985182,cumulative_share=0.511936267481078
spectral_eigenvalue,eigenvalue,rank_19,87.7919684064838,cumulative_share=0.540304257488157
spectral_eigenvalue,eigenvalue,rank_20,81.5766849008382,cumulative_share=0.566663919130129
spectral_eigenvalue,eigenvalue,rank_21,80.0675116408815,cumulative_share=0.592535925548799
spectral_eigenvalue,eigenvalue,rank_22,75.1478013739886,cumulative_share=0.616818238807352
spectral_eigenvalue,eigenvalue,rank_23,72.1287955708781,cumulative_share=0.640125028586839
spectral_eigenvalue,eigenvalue,rank_24,68.7189175897604,cumulative_share=0.662329993378808
spectral_eigenvalue,eigenvalue,rank_25,62.2900340629108,cumulative_share=0.682457609787358
spectral_eigenvalue,eigenvalue,rank_26,57.7625137751161,cumulative_share=0.701122260361877
spectral_eigenvalue,eigenvalue,rank_27,56.0732570092879,cumulative_share=0.719241065799053
spectral_eigenvalue,eigenvalue,rank_28,56.0609248612972,cumulative_share=0.737355886381382
spectral_eigenvalue,eigenvalue,rank_29,56.0409018406613,cumulative_share=0.755464236977222
spectral_eigenvalue,eigenvalue,rank_30,56.0139618038815,cumulative_share=0.773563882509171
spectral_eigenvalue,eigenvalue,rank_31,55.9811451547221,cumulative_share=0.791652924082781
spectral_eigenvalue,eigenvalue,rank_32,55.9437180532149,cumulative_share=0.809729871934599
spectral_eigenvalue,eigenvalue,rank_33,55.9031229765604,cumulative_share=0.827793702405069
spectral_eigenvalue,eigenvalue,rank_34,55.8609226554981,cumulative_share=0.845843896795748
spectral_eigenvalue,eigenvalue,rank_35,55.8187396341173,cumulative_share=0.863880460696636
spectral_eigenvalue,eigenvalue,rank_36,55.7781938260401,cumulative_share=0.881903923136205
spectral_eigenvalue,eigenvalue,rank_37,55.7408404691666,cumulative_share=0.899915315682891
spectral_eigenvalue,eigenvalue,rank_38,55.7081108216052,cumulative_share=0.917916132383839
spectral_eigenvalue,eigenvalue,rank_39,55.6812578014442,cumulative_share=0.935908272138349
spectral_eigenvalue,eigenvalue,rank_40,55.6613085617059,cumulative_share=0.953893965747
spectral_eigenvalue,eigenvalue,rank_41,55.6490257185563,cumulative_share=0.971875690432547
spectral_eigenvalue,eigenvalue,rank_42,43.395572871991,cumulative_share=0.985897988826453
spectral_eigenvalue,eigenvalue,rank_43,29.0286292718442,cumulative_share=0.995277934168265
spectral_eigenvalue,eigenvalue,rank_44,14.6136350939758,cumulative_share=1
huu_structure,random_effects,,44,
huu_structure,total_entries,,1936,
huu_structure,structural_nonzeros,,130,
huu_structure,structural_density,,0.0671487603305785,
effective_sparsity,entries_required,90%,38,compression_vs_structural=3.42105263157895
effective_sparsity,entries_required,95%,40,compression_vs_structural=3.25
effective_sparsity,entries_required,97%,42,compression_vs_structural=3.0952380952381
effective_sparsity,entries_required,98%,42,compression_vs_structural=3.0952380952381
effective_sparsity,entries_required,99%,43,compression_vs_structural=3.02325581395349
effective_sparsity,entries_required,99.5%,44,compression_vs_structural=2.95454545454545
effective_sparsity,entries_required,99.9%,102,compression_vs_structural=1.27450980392157
effective_sparsity,entries_required,100%,130,compression_vs_structural=1
effective_bandwidth,bandwidth,90%,0,entry_count_if_banded=44
effective_bandwidth,bandwidth,95%,0,entry_count_if_banded=44
effective_bandwidth,bandwidth,97%,0,entry_count_if_banded=44
effective_bandwidth,bandwidth,98%,0,entry_count_if_banded=44
effective_bandwidth,bandwidth,99%,0,entry_count_if_banded=44
effective_bandwidth,bandwidth,99.5%,0,entry_count_if_banded=44
effective_bandwidth,bandwidth,99.9%,1,entry_count_if_banded=130
effective_bandwidth,bandwidth,100%,43,entry_count_if_banded=1936
uncertainty,covariance_available,,yes,
uncertainty,correlation_available,,yes,
uncertainty,min_variance,,0.0113629515906716,index=21
uncertainty,max_variance,,0.0684273316321422,index=43
uncertainty,max_abs_correlation,,0.0052500886367524,pair=42;43
uncertainty,count_abs_corr_gt_0_5,,0,
uncertainty,count_abs_corr_gt_0_8,,0,
uncertainty,count_abs_corr_gt_0_9,,0,
