section,metric,target,value,extra
optimization,objective_value,,5538.90708306688,
optimization,gradient_norm,,8.87505548771784e-06,
optimization,max_gradient_parameter,,fixed_1,
optimization,max_gradient_value,,6.71310663946656e-06,
optimization,max_abs_gradient,,6.71310663946656e-06,
optimization,iterations,,18,
optimization,converged,,yes,
optimization,message,,Exact Laplace gradient norm is below tolerance.,
curvature,positive_definite,,yes,
curvature,min_eigenvalue,,2.18595975855471,
curvature,max_eigenvalue,,12.784789614009,
curvature,condition_number_abs,,5.84859330734522,
backend_selection,detected_structure,,tridiagonal,
backend_selection,selected_backend,,tridiagonal,
backend_selection,solver_recommendation,,Newton,
backend_selection,bandwidth,,1,
backend_selection,expected_complexity,,O(n),
backend_selection,supports_symbolic_reuse,,no,
backend_selection,selection_reason,,unit bandwidth,
spectral_structure,available,,yes,
spectral_structure,positive_eigen_count,,44,
spectral_structure,near_zero_eigen_count,,0,
spectral_structure,negative_eigen_count,,0,
spectral_structure,largest_eigen_share,,0.0297887401824114,
spectral_structure,effective_rank_entropy,,42.152870822846,
spectral_structure,normalized_spectral_entropy,,0.988666835898156,
spectral_structure,participation_ratio,,40.817679885486,
spectral_structure,stable_rank,,27.6087924252721,
spectral_structure,leading_spectral_gap_ratio,,1.00109586609091,
spectral_structure,eigen_count_for_50%,,18,
spectral_structure,eigen_count_for_90%,,37,
spectral_structure,eigen_count_for_95%,,40,
spectral_structure,eigen_count_for_99%,,43,
spectral_eigenvalue,eigenvalue,rank_1,12.784789614009,cumulative_share=0.0297887401824114
spectral_eigenvalue,eigenvalue,rank_2,12.770794533326,cumulative_share=0.0595448716293735
spectral_eigenvalue,eigenvalue,rank_3,12.7478270804048,cumulative_share=0.0892474885869792
spectral_eigenvalue,eigenvalue,rank_4,12.7164157823096,cumulative_share=0.118876916776838
spectral_eigenvalue,eigenvalue,rank_5,12.6772847906931,cumulative_share=0.148415169204128
spectral_eigenvalue,eigenvalue,rank_6,12.6313385671854,cumulative_share=0.177846366282386
spectral_eigenvalue,eigenvalue,rank_7,12.5796428532393,cumulative_share=0.207157111617769
spectral_eigenvalue,eigenvalue,rank_8,12.5234023932027,cumulative_share=0.236336815887765
spectral_eigenvalue,eigenvalue,rank_9,12.4639359487761,cumulative_share=0.26537796250323
spectral_eigenvalue,eigenvalue,rank_10,12.4026491814931,cumulative_share=0.294276310086225
spectral_eigenvalue,eigenvalue,rank_11,12.341005969222,cumulative_share=0.323031028114898
spectral_eigenvalue,eigenvalue,rank_12,12.280498635492,cumulative_share=0.351644763202277
spectral_eigenvalue,eigenvalue,rank_13,12.2226173707683,cumulative_share=0.380123634126198
spectral_eigenvalue,eigenvalue,rank_14,12.1688187795132,cumulative_share=0.408477153573445
spectral_eigenvalue,eigenvalue,rank_15,12.1204930019848,cumulative_share=0.436718073277218
spectral_eigenvalue,eigenvalue,rank_16,12.0789283574879,cumulative_share=0.464862146772874
spectral_eigenvalue,eigenvalue,rank_17,12.0452722817068,cumulative_share=0.492927801137103
spectral_eigenvalue,eigenvalue,rank_18,12.0204880871179,cumulative_share=0.520935707978258
